"Country","Category","Flow name","Flow code","Flow unit","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Mexico","Metal ores","Physical Trade Balance","PTB","t","-736087","-424152","-577277","-32763","96919","538239","71352","-143094","1264689","1232483","3882887","4092552","237504","-1507431","-511464","6125","-703272","-979048","-220286","75290","248423","2139164","3097399","1005248","2036626","-1723062","3155444","3159815","4887453","9048774","7708905","7033789","7969039","7212872","6948646","5869783","9539832","6776085","8433708","763516","375274","-986814","3367123","-4842477","8329402","9498553","6162715","6925921","8550919","3992216","3773112","3950331","4241642","4559282","4854324"
"Mexico","Metal ores","Raw Material Equivalents of exports","RME_EXP","t","10190299","9406797","10585786","10513216","10043720","9326144","10692326","12245711","11822582","12094642","14070904","15431477","21230403","22867630","20949192","20169000","24768880","29752677","31068133","27798819","28411244","26047688","23293686","23412195","26821390","47572379","50509319","53859986","53507635","54669205","63187367","61564579","56818338","64769471","76178739","90271282","103715831","118872512","121008635","137392824","173328203","218456173","249299530","267209234","277918856","308179246","340883771","327778203","350020660","358929051","379290988","395901533","372891078","348374010","351522886"
"Mexico","Metal ores","Raw Material Equivalents of imports","RME_IMP","t","17589871","16771681","17376271","17429486","18173413","18159096","17853392","14857525","16813743","17401654","22895858","28968307","23238932","31029535","38402442","43310172","30035534","34072549","41751480","30720382","51569812","38158827","50001397","45515629","48723836","31337459","34683362","42811647","52100531","67615143","77472706","78297682","74807549","65453675","67229666","67519402","75018643","75077366","73807028","58776354","62673198","68348990","69710124","71322885","73247617","75031588","76959729","74202461","72304121","71250557","61301712","76489242","77737488","82962330","86381729"
"Mexico","Non-metallic minerals","Domestic Extraction","DE","t","54401349","55620208","63375981","72137802","79145345","85558009","89585431","87437275","103725564","116121176","132841716","153879102","159493922","136414750","133924332","140574724","130526423","134217401","136669015","150626461","202407434","231633084","252016349","261232684","287536540","212487999","228681280","240666910","253096163","268662413","313534441","317964769","323299861","326576521","361542158","392397927","422016355","417918158","413197651","367919622","349354354","337600795","390008788","365236493","401029059","389829921","393100916","364220980","423632088","417807711","395934602","429895477","449436883","471398653","487967052"
"Mexico","Non-metallic minerals","Domestic Material Consumption","DMC","t","53306120","53642342","61555013","70542876","77054870","84055226","87779570","85059028","101793164","110683340","129539023","153031918","159157549","129392397","128956452","134524104","124983048","129216517","129379700","142670350","195898489","223826972","239895721","248785018","276229073","195164590","212913886","226799035","239903014","255924879","302642493","305558374","312989454","314136647","352968354","377747345","408850496","402623496","395849451","355029363","336973662","329550462","377522863","349547305","385627132","375957928","380382934","353233835","411962694","403791143","381747324","415232798","434401885","456178769","472687799"
"Mexico","Non-metallic minerals","Domestic Material Input","DMI","t","55843836","56893259","64887003","73857685","81646895","87584932","91049389","88632201","106077480","118398560","135284046","158187406","163911198","138238041","137721727","143933480","133109009","137088109","139720162","153345242","206163472","234376733","254602143","264393019","291596955","215937509","233179077","246158801","259808407","275625403","321733891","324083860","329483967","332945591","369385963","399101681","428624872","424635725","419617095","373228908","355888023","348879771","397492838","372397095","407796006","396654754","399829768","371961010","432839972","425870335","403458191","437929767","457748871","480031191","496839963"
"Mexico","Non-metallic minerals","Exports","EXP","t","2537716","3250917","3331990","3314810","4592025","3529706","3269819","3573173","4284316","7715221","5745023","5155488","4753649","8845644","8765276","9409376","8125961","7871592","10340462","10674892","10264982","10549761","14706422","15608001","15367882","20772919","20265191","19359766","19905392","19700524","19091398","18525486","16494512","18808944","16417609","21354336","19774376","22012229","23767643","18199545","18914361","19329309","19969975","22849790","22168874","20696826","19446835","18727175","20877278","22079192","21710866","22696970","23346987","23852421","24152164"
"Mexico","Non-metallic minerals","Imports","IMP","t","1442486","1273051","1511023","1719883","2501550","2026923","1463958","1194926","2351915","2277384","2442330","4308304","4417276","1823291","3797395","3358756","2582586","2870707","3051146","2718781","3756038","2743649","2585794","3160334","4060415","3449510","4497797","5491892","6712244","6962990","8199450","6119092","6184106","6369070","7843805","6703755","6608518","6717567","6419443","5309285","6533670","11278976","7484050","7160602","6766947","6824833","6728852","7740030","9207883","8062624","7523588","8034290","8311989","8632537","8872911"
"Mexico","Non-metallic minerals","Material Footprint (RMC)","MF","t","70386421","72452926","80753253","91284828","100751084","106799562","109797790","106490464","125799145","140608192","160120172","182851699","175861529","152052034","153589589","161924077","143267562","147494902","152911766","168279911","217507227","247515436","281189674","290964115","323763182","239747760","268094338","296871334","325354823","348757525","405122337","406122141","413854293","410657466","447568395","467021794","512037956","510040824","492302245","432061772","431291245","424802268","471432658","449902301","476221019","468094111","466727788","444190734","492623546","479795213","437910638","481755537","505001904","535182985","556232646"
"Mexico","Non-metallic minerals","Physical Trade Balance","PTB","t","-1095229","-1977866","-1820968","-1594926","-2090476","-1502782","-1805861","-2378246","-1932401","-5437836","-3302693","-847184","-336373","-7022353","-4967880","-6050620","-5543374","-5000884","-7289316","-7956111","-6508945","-7806112","-12120628","-12447666","-11307467","-17323409","-15767395","-13867875","-13193148","-12737534","-10891949","-12406395","-10310406","-12439874","-8573804","-14650581","-13165859","-15294662","-17348200","-12890260","-12380691","-8050333","-12485925","-15689188","-15401926","-13871993","-12717983","-10987145","-11669394","-14016568","-14187278","-14662679","-15034998","-15219884","-15279253"
"Mexico","Non-metallic minerals","Raw Material Equivalents of exports","RME_EXP","t","4092662","4174475","4667768","5156089","5209554","5351243","5852729","6234699","6925198","7224008","7322689","7906112","9689814","9050473","8514935","9071268","10789460","11497523","10934340","10990853","14004605","14346808","12861367","14436193","17277601","18766117","17933662","18628779","17056196","17918029","21809464","23306523","23661973","25885315","31985833","58206087","61288587","63276287","70907558","43065828","47748831","50920415","63798865","62703813","73010328","72672347","76658473","72718003","91025582","89595550","81265266","95971813","95776997","95672749","97341404"
"Mexico","Non-metallic minerals","Raw Material Equivalents of imports","RME_IMP","t","20077734","21007193","22045040","24303115","26815293","26592796","26065088","25287888","28998778","31711024","34601145","36878708","26057421","24687757","28180192","30420621","23530599","24775024","27177091","28644302","29104397","30229160","42034692","44167624","53504243","46025879","57346720","74833203","89314856","98013142","113397360","111463895","114216406","109966260","118012070","132829955","151310189","155398953","150012151","107207978","129685723","138121888","145222735","147369622","148202288","150936537","150285345","152687758","160017040","151583052","123241302","147831873","155150433","166734038","174225380"
"Saudi Arabia","Biomass","Domestic Extraction","DE","t","4034666","5089578","3662230","3850095","5180995","5505648","5439487","5676890","5964006","6575035","6435287","6238019","7879453","9234479","11093251","12777301","13559769","14933432","16467701","17042420","17955778","18704109","19515848","20672950","20723924","16581048","15016991","15912267","15321353","14765575","14507399","15708115","16372477","16839880","18292445","18137927","18102245","18005190","16387882","13922016","13985918","14314977","13815052","13808212","13843879","14739783","14761351","16031052","16495836","16574588","18772041","18770342","19489025","19515055","19374273"
"Saudi Arabia","Biomass","Domestic Material Consumption","DMC","t","4884725","6018866","4633435","4772053","6126964","6464907","7278135","7952661","8760648","10680026","11720402","12829112","16851269","16877003","21991844","18999088","19317564","21618894","20390846","20719044","20647792","21735990","28334530","26570273","29827291","25711558","24423937","26338914","24375417","25560692","25940156","25279049","26969884","29214899","28110045","31994060","33810237","35167429","33974315","30503770","32804094","33072453","34476731","38191730","37273044","37382064","40019205","42603535","41369994","38928532","40750566","41127016","42785128","43032472","43002584"
"Saudi Arabia","Biomass","Domestic Material Input","DMI","t","4914934","6040198","4665696","4809198","6156466","6507707","7319591","7965750","8785972","10727066","11844187","12985861","16987456","16988563","22129272","19192271","20174770","23204350","22631881","22550428","22163861","23035419","30061828","28444017","31261364","26858706","24918069","26856005","24926762","25862429","26639881","25618136","27359681","29823280","28979176","33009047","35116505","36921497","35440132","31956303","35342103","35547516","37062212","40455186","39640945","39726641","42527334","44990626","43573537","40878936","42713930","43411915","45093054","45375879","45385688"
"Saudi Arabia","Biomass","Exports","EXP","t","30209","21332","32261","37145","29502","42800","41456","13089","25324","47040","123785","156749","136187","111560","137428","193183","857206","1585456","2241035","1831384","1516069","1299430","1727298","1873744","1434072","1147149","494132","517091","551345","301737","699724","339087","389797","608381","869131","1014987","1306268","1754068","1465817","1452533","2538009","2475063","2585480","2263456","2367901","2344577","2508129","2387091","2203543","1950404","1963363","2284899","2307926","2343406","2383104"
"Saudi Arabia","Biomass","Imports","IMP","t","880268","950620","1003466","959103","975471","1002059","1880104","2288860","2821966","4152031","5408900","6747842","9108003","7754084","11036021","6414970","6615001","8270918","6164180","5508008","4208083","4331310","10545980","7771067","10537439","10277658","9901078","10943738","9605409","11096854","12132482","9910021","10987204","12983401","10686731","14871120","17014260","18916307","19052250","18034287","21356185","21232539","23247159","26646974","25797066","24986858","27765983","28959574","27077701","24304348","23941888","24641573","25604029","25860824","26011416"
"Saudi Arabia","Biomass","Material Footprint (RMC)","MF","t","28063889","30518964","29131736","31497963","37143622","36819040","40255130","40549115","42179836","44041307","47108994","48543215","48542791","46879147","49464483","50660933","49753267","50049869","50588098","52881182","50707181","59177758","65236370","67918688","62053211","57303312","55327029","60459011","53350897","53507268","67228000","75485413","75248148","80199732","84068866","99534401","118567914","113886725","133412455","141161316","120908623","131177635","133546722","136168803","128785879","142944240","117120269","129043200","114505361","118827951","86912212","92041679","95342456","95083092","95786717"
"Saudi Arabia","Biomass","Physical Trade Balance","PTB","t","850059","929288","971205","921958","945969","959259","1838648","2275771","2796642","4104991","5285115","6591093","8971816","7642524","10898593","6221787","5757795","6685462","3923145","3676624","2692014","3031880","8818682","5897323","9103367","9130510","9406946","10426647","9054064","10795117","11432758","9570934","10597407","12375020","9817600","13856133","15707992","17162239","17586433","16581754","18818176","18757476","20661679","24383518","23429165","22642281","25257854","26572483","24874157","22353944","21978525","22356674","23296103","23517417","23628311"
"Saudi Arabia","Biomass","Raw Material Equivalents of exports","RME_EXP","t","473137","471030","359329","386893","468067","391006","402922","435409","462199","487146","414381","355949","452357","578899","730356","890547","1028845","1171732","1339866","1389919","1723651","1130479","940292","721518","683357","826460","761720","748487","606455","600054","754261","841747","1156399","1545623","2543065","3202565","3465459","3394468","3134836","2131888","1921092","2571282","2463508","2975690","2598879","2278376","1992400","2693230","2856610","2720055","2313909","3608885","3632569","3652868","3635620"
"Saudi Arabia","Biomass","Raw Material Equivalents of imports","RME_IMP","t","24502361","25900416","25828836","28034761","32430694","31704397","35218565","35307635","36678029","37953418","41088089","42661145","41115696","38223568","39101589","38774179","37222343","36288168","35460264","37228682","34475054","41604128","46660814","47967255","42012644","41548724","41071758","45295231","38635999","39341747","53474862","60619045","60032070","64905476","68319485","84599039","103931128","99276003","120159409","129371188","108843797","119433940","122195178","125336280","117540880","130482833","104351319","115705378","100866135","104973417","70454080","76880222","79555209","79280365","80104733"
"Saudi Arabia","Fossil fuels","Domestic Extraction","DE","t","190408234","239524602","302396378","381334248","427571080","357361460","432299222","474355800","432252800","499690000","528892620","535175136","358401716","273838344","240854288","193948548","276379720","247412118","301949404","301504988","388768232","491130424","505171538","505384186","503441274","464766318","468249390","465954402","475952152","443700315","472230402","457033816","456144576","513615060","533957846","560579804","555644932","527969724","553232188","500685926","511256900","571254754","602151658","591874788","611607610","638019306","659345728","645764812","656076822","628963629","586775248","595110871","607090594","614723320","620744631"
"Saudi Arabia","Fossil fuels","Domestic Material Consumption","DMC","t","30876234","31127602","31445378","32369248","32469080","28431460","32997222","38425800","37899800","46427000","57826620","72680136","64155716","69027344","70576288","78609548","106996720","108932118","114423404","112324988","132774232","156486424","167513538","168903186","168368274","141542318","154351390","140455402","136875152","138531315","160557402","156186816","162837576","170743067","194207846","200086804","203954932","182675724","195603188","204786926","221095900","218576754","230805658","215258788","254722800","280694356","287560728","297056063","296420705","278434639","251508778","285526345","293885696","298634474","302482839"
"Saudi Arabia","Fossil fuels","Domestic Material Input","DMI","t","190913234","240113602","303027378","381703248","428096080","357840460","433009222","475112800","432952800","500260000","529387620","535515136","358911716","274248344","241354288","193948548","276379720","247412118","301949404","301504988","388768232","491130424","505171538","505384186","503441274","464766318","468249390","465954402","475952152","443700315","472230402","457033816","456144576","513615060","533957846","560579804","555644932","527969724","553232188","500685926","511256900","571254754","602151658","591874788","611607610","638019306","659345728","649860063","660417705","628963639","586775278","595110961","607090685","614723411","620744722"
"Saudi Arabia","Fossil fuels","Exports","EXP","t","160037000","208986000","271582000","349334000","395627000","329409000","400012000","436687000","395053000","453833000","471561000","462835000","294756000","205221000","170778000","115339000","169383000","138480000","187526000","189180000","255994000","334644000","337658000","336481000","335073000","323224000","313898000","325499000","339077000","305169000","311673000","300847000","293307000","342871993","339750000","360493000","351690000","345294000","357629000","295899000","290161000","352678000","371346000","376616000","356884810","357324950","371785000","352804000","363997000","350529000","335266500","309584617","313204989","316088937","318261882"
"Saudi Arabia","Fossil fuels","Imports","IMP","t","505000","589000","631000","369000","525000","479000","710000","757000","700000","570000","495000","340000","510000","410000","500000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4095251","4340883","10","30","90","90","90","91"
"Saudi Arabia","Fossil fuels","Material Footprint (RMC)","MF","t","11557961","13641742","16405513","21398690","45685527","39062177","52250448","57711999","50937097","67350369","88527104","95491377","63986260","46663277","43499856","36269973","33636515","31164749","32806322","33886455","37916181","51844866","55601972","58318854","54379937","42756136","45674430","50402580","60862145","48259556","51697953","52853522","48898012","48957891","49587911","54278250","67007218","77470159","89538042","106617801","115320934","104940850","111619528","118882786","138032814","150703556","137786494","130604757","137746851","142862632","147533710","121526643","128435078","128628383","129305785"
"Saudi Arabia","Fossil fuels","Physical Trade Balance","PTB","t","-159532000","-208397000","-270951000","-348965000","-395102000","-328930000","-399302000","-435930000","-394353000","-453263000","-471066000","-462495000","-294246000","-204811000","-170278000","-115339000","-169383000","-138480000","-187526000","-189180000","-255994000","-334644000","-337658000","-336481000","-335073000","-323224000","-313898000","-325499000","-339077000","-305169000","-311673000","-300847000","-293307000","-342871993","-339750000","-360493000","-351690000","-345294000","-357629000","-295899000","-290161000","-352678000","-371346000","-376616000","-356884810","-357324950","-371785000","-348708749","-359656117","-350528990","-335266470","-309584527","-313204898","-316088847","-318261792"
"Saudi Arabia","Fossil fuels","Raw Material Equivalents of exports","RME_EXP","t","187356069","234952460","295721580","370856029","399143177","334999054","399721048","437177452","401006579","455884504","468556469","469190061","319719097","249332453","219266069","178134123","260411649","233625936","286532474","285688839","367526576","459207162","471814300","465995675","462376055","436395046","437781367","432820478","431643404","411139055","440920837","423456510","426109596","484456305","507531418","535558726","526116781","496151161","515828849","449875525","453570893","523571710","550589922","541563441","549523479","565796403","581543935","570959899","579339893","549987932","495502726","530512934","468547891","495308964","503567921"
"Saudi Arabia","Fossil fuels","Raw Material Equivalents of imports","RME_IMP","t","8505796","9069599","9730715","10920471","17257624","16699772","19672274","20533652","19690876","23544873","28190952","29506302","25303641","22157385","21911637","20455548","17668444","17378567","17389391","18070306","16674524","19921603","22244734","18930343","13314718","14384864","15206408","17268655","16553397","15698296","20388387","19276216","18863032","19799136","23161482","29257172","37479068","45651596","52134703","55807400","57634927","57257806","60057792","68571440","75948683","78480653","59984701","55799844","61009922","63886935","56261189","56928706","59543647","59312487","59381117"
"Saudi Arabia","Metal ores","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23632","3232700","3926493","5255660","6654725","8048967","8103364","9143505","8636862","6034831","5783026","5262003","4297481","5216766","5148556","9801739","9424273","8619036","6314252","5314261","5549313","5572891","5597522","6225615","6534998","7250338","8176215","9426784","14105877","16797462","21011416","20599099","21820276","22850834","23518254","24167433","24742903"
"Saudi Arabia","Metal ores","Domestic Material Consumption","DMC","t","259","0","0","0","418588","404127","463486","1087107","1205973","1558588","1786885","2179828","2553626","3927534","2914621","3054091","2398486","2192203","2818663","5754889","6140162","8341112","10867263","14404510","13545703","14097835","13275904","6034831","11252059","10214441","8792731","10997907","8083262","14424680","16829851","17972639","16906065","17339340","20818139","15572420","20004439","22124517","27441673","25962907","28861679","29155758","30599377","29840159","31269302","32282637","33471061","34627206","35875737","36771004","37521204"
"Saudi Arabia","Metal ores","Domestic Material Input","DMI","t","286","0","0","0","420731","408373","467392","1093643","1212932","1589101","1814057","2215815","2596753","3927534","2914621","3261211","2398486","2192203","3087972","6130108","6404774","8811864","11464149","14679054","13826837","15126656","14382847","6034831","12320201","11506341","9809691","12016933","9405449","16244293","18587157","19766659","19085430","19958626","23183340","17711341","22047323","24655977","29733344","28726538","31501696","31852506","33315827","32972519","36236792","35882094","37058656","38358009","39696093","40676389","41508336"
"Saudi Arabia","Metal ores","Exports","EXP","t","27","0","0","0","2143","4246","3906","6537","6958","30513","27172","35987","43128","0","0","207120","0","0","269309","375219","264612","470752","596886","274544","281134","1028820","1106943","0","1068142","1291900","1016960","1019026","1322186","1819614","1757306","1794020","2179365","2619286","2365201","2138921","2042885","2531460","2291671","2763631","2640018","2696748","2716450","3132360","4967490","3599458","3587595","3730804","3820356","3905385","3987133"
"Saudi Arabia","Metal ores","Imports","IMP","t","286","0","0","0","420731","408373","467392","1093643","1212932","1589101","1814057","2215815","2596753","3927534","2914621","3261211","2398486","2192203","3064340","2897407","2478282","3556205","4809424","6630087","5723473","5983151","5745985","0","6537176","6244338","5512210","6800167","4256893","6442555","9162884","11147623","12771178","14644365","17634027","12138451","16449801","18430362","23198346","21476200","23325481","22425722","19209950","16175057","15225376","15282995","15238380","15507176","16177839","16508957","16765433"
"Saudi Arabia","Metal ores","Material Footprint (RMC)","MF","t","8830396","9477814","10387983","11952746","21266256","19439020","23835332","23371045","21517953","24985392","31497267","34573208","29151537","25644235","25661166","23559371","18992318","17508753","17153303","20273857","19861127","25316615","28059727","26627487","21568243","22990129","22883551","22431203","23246192","21006738","24245218","24087649","23941427","28035523","32696343","37759519","46165621","55922459","61961526","63142555","65862615","65957312","75866181","91297896","99359363","105271693","97884965","96092297","99296399","94951622","83429162","83682925","88682603","88616657","90746402"
"Saudi Arabia","Metal ores","Physical Trade Balance","PTB","t","259","0","0","0","418588","404127","463486","1087107","1205973","1558588","1786885","2179828","2553626","3927534","2914621","3054091","2398486","2192203","2795031","2522189","2213670","3085453","4212538","6355543","5442339","4954330","4639042","0","5469033","4952438","4495250","5781141","2934707","4622941","7405578","9353603","10591813","12025079","15268826","9999530","14406916","15898903","20906676","18712569","20685463","19728974","16493500","13042697","10257886","11683537","11650784","11776372","12357483","12603572","12778300"
"Saudi Arabia","Metal ores","Raw Material Equivalents of exports","RME_EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6513","535421","499917","927500","1188637","1462490","1246331","1488626","1427250","975478","849917","882200","839335","1011998","1064532","2153369","2341304","2826839","2129932","1907083","1741274","1624787","1462035","2051942","2173876","2285003","2361991","2019467","2916635","3697736","4910194","4713953","3430022","5715101","5507777","5714110","5865051"
"Saudi Arabia","Metal ores","Raw Material Equivalents of imports","RME_IMP","t","8830396","9477814","10387983","11952746","21266256","19439020","23835332","23371045","21517953","24985392","31497267","34573208","29151537","25644235","25661166","23559371","18992318","17508753","17136184","17576578","16434552","20988456","22593639","20041010","14711210","15335250","15673938","17371851","18313083","16626934","20787072","19882880","19857404","20387152","25613374","31967322","41981301","52515281","58153487","59194451","61727128","61783639","71505060","86332561","93545138","97864376","86695723","82992571","83195177","79066476","65038907","66547193","70850122","70343290","72049823"
"Saudi Arabia","Non-metallic minerals","Domestic Extraction","DE","t","4509865","4697919","6079162","6443215","11049388","11815721","22897135","43503572","57177620","57559203","131146509","137772524","177686939","225913663","189016385","141688910","128461963","126164432","127808669","127598640","126588936","125104689","138416220","164281902","158205208","143016296","142934376","136399797","141265735","146222857","161116569","191735911","222564965","248875274","274763952","294248588","310627477","328249759","374276730","408870969","449844368","476022742","542074045","603697604","553048750","555819231","475836076","511809152","457362344","476505372","465830001","487607695","538745234","561520730","577464173"
"Saudi Arabia","Non-metallic minerals","Domestic Material Consumption","DMC","t","4534177","4697919","6079162","6443215","11134966","11911763","23121281","44032074","57538895","60458892","132342414","138922440","178359911","227849055","190912967","141475669","129776208","127272761","125541472","125285021","124816403","123775103","132475079","162003739","155182606","140598761","139816832","136399797","137305927","144040428","159960560","189340336","220633898","247829034","274540202","293492674","308815802","325284965","371731938","406937513","448250776","475220785","542654589","604944671","553980757","556620861","476136084","511894516","457180248","477071213","466475226","488519115","540246923","563249159","579339777"
"Saudi Arabia","Non-metallic minerals","Domestic Material Input","DMI","t","4552354","4697919","6079162","6443215","11145607","11941753","23151378","44038391","57777936","60585185","132590246","139398211","179389314","227849055","190912967","143219865","129776208","127272761","128731316","128403306","127563895","126347377","139335656","165320784","159031099","143823982","143713798","136399797","142061449","147144526","162334578","193152554","224785551","251622036","277754152","297563675","313840505","331508781","377788694","412491435","454030711","481110988","548124514","609644900","558979034","562628116","482831808","518366402","464093623","482900943","472056279","494200213","546164248","569332367","585564247"
"Saudi Arabia","Non-metallic minerals","Exports","EXP","t","18177","0","0","0","10641","29990","30098","6317","239040","126292","247831","475771","1029403","0","0","1744196","0","0","3189844","3118285","2747492","2572274","6860577","3317045","3848493","3225221","3896966","0","4755522","3104098","2374018","3812218","4151653","3793002","3213950","4071001","5024703","6223817","6056756","5553923","5779935","5890203","5469925","4700229","4998277","6007255","6695724","6471886","6913375","5829731","5581053","5681098","5917325","6083208","6224470"
"Saudi Arabia","Non-metallic minerals","Imports","IMP","t","42489","0","0","0","96219","126032","254244","534819","600315","3025981","1443736","1625688","1702375","1935391","1896582","1530955","1314245","1108328","922648","804666","974959","1242688","919435","1038883","825891","807686","779422","0","795714","921670","1218009","1416643","2220587","2746763","2990200","3315087","3213028","3259023","3511964","3620466","4186343","5088246","6050469","5947296","5930284","6808885","6995732","6557250","6731279","6395571","6226278","6592518","7419014","7811637","8100073"
"Saudi Arabia","Non-metallic minerals","Material Footprint (RMC)","MF","t","13361748","14486617","16447835","18467018","28257688","28090208","41976750","61671317","74337361","79173031","151807184","162653299","195446350","235980820","202316755","157461112","138080089","133574163","133737255","134397226","131979777","139096451","152760325","176706717","167203211","153631960","152703061","148431374","156904266","155552970","170649541","198555839","225315173","242838400","261534285","276695524","294138281","338993293","389325458","421072243","465977715","481183508","547259761","601520565","569450650","589175474","494696930","515550751","466867959","486876459","482906508","484844618","536308835","557015034","573771224"
"Saudi Arabia","Non-metallic minerals","Physical Trade Balance","PTB","t","24311","0","0","0","85578","96042","224146","528503","361275","2899689","1195905","1149916","672972","1935391","1896582","-213241","1314245","1108328","-2267197","-2313619","-1772533","-1329586","-5941142","-2278163","-3022602","-2417535","-3117544","0","-3959808","-2182428","-1156009","-2395576","-1931067","-1046240","-223750","-755914","-1811675","-2964794","-2544792","-1933456","-1593592","-801957","580543","1247067","932007","801630","300008","85365","-182096","565841","645225","911420","1501689","1728429","1875604"
"Saudi Arabia","Non-metallic minerals","Raw Material Equivalents of exports","RME_EXP","t","1266670","1179188","1371444","1241300","1228577","1354692","2291932","4298055","5932831","5531482","11035177","10841062","15340764","21767808","19583054","16118769","17315577","18775740","19833129","19685176","17699450","16488645","16435044","16406885","15990031","16607173","18447533","17887407","13272073","17044660","24315859","26400042","34700974","45088866","59253312","72217375","83987617","78385226","77444746","64626755","65159395","76799400","79062434","93105978","77037403","60596941","55805013","61875170","59473547","61850447","47954857","71260385","71294310","75974685","78493575"
"Saudi Arabia","Non-metallic minerals","Raw Material Equivalents of imports","RME_IMP","t","10118553","10967886","11740117","13265103","18436877","17629180","21371548","22465801","23092571","27145310","31695852","35721837","33100175","31834964","32883425","31890971","26933703","26185470","25761715","26483761","23090291","30480406","30779149","28831701","24988034","27222837","28216218","29918984","28910604","26374773","33848830","33219969","37451182","39051992","46023644","54664311","67498422","89128760","92493475","76828029","81292741","81960166","84248149","90928939","93439303","93953184","74665866","65616769","68979162","72221534","65031364","68497308","73695125","75315204","78546331"
"United States of America","Biomass","Domestic Extraction","DE","t","1429157196","1546396893","1559957363","1610998078","1569362150","1682146840","1680344980","1695926970","1702811027","1753211803","1657295423","1808153985","1825562313","1570951072","1797241249","1844037893","1771576903","1702169407","1527717776","1674149730","1735359175","1686368948","1830725360","1646773266","1887194373","1724557297","1841081371","1856313824","1875544676","1847689921","1873792742","1820035848","1760519581","1839016921","1951161220","1906091575","1871377625","1962764140","1906308277","1929229646","1916286816","1878884430","1827616887","1970218723","2011346831","1996655558","2192715562","2095545170","2106622248","2021137644","2054596089","2111321168","2150360079","2171135283","2178652071"
"United States of America","Biomass","Domestic Material Consumption","DMC","t","1382248463","1508001071","1505379113","1522913500","1493825119","1595487346","1585431195","1609744072","1593013849","1628254685","1511377230","1666734381","1692766042","1446822144","1676940396","1751557895","1689793175","1594934943","1395385041","1542772998","1614290820","1565112682","1705278116","1535934623","1788827252","1588854184","1719414013","1752696200","1777263958","1740776645","1763883878","1715049797","1662435292","1740128890","1853781512","1811517706","1764663501","1831666408","1769432462","1792548192","1763849127","1732258243","1694896183","1846486054","1855036708","1845635493","2024357975","1929703787","1937160055","1874486712","1886063427","1939330462","1975026234","1991219803","1994560576"
"United States of America","Biomass","Domestic Material Input","DMI","t","1463223781","1582380634","1598940072","1650943130","1607504263","1712985436","1718032919","1737214067","1745459405","1796392447","1697066585","1848897725","1863477778","1614644605","1845555244","1894893372","1822954249","1755445271","1579184532","1730044125","1789642638","1737316271","1885253755","1706103960","1952514178","1789537513","1910230086","1930961597","1952533405","1928274406","1955993027","1902167864","1844503028","1923072870","2042269453","1997259540","1963140549","2049728873","1987571959","1998383355","1989592445","1955207349","1906018491","2056550295","2102810831","2087628323","2287242221","2190553362","2202810948","2113980204","2148714760","2209084566","2250263982","2272193261","2280224562"
"United States of America","Biomass","Exports","EXP","t","80975318","74379563","93560959","128029630","113679144","117498091","132601724","127469995","152445556","168137762","185689356","182163344","170711736","167822461","168614848","143335476","133161074","160510328","183799491","187271127","175351818","172203589","179975640","170169337","163686926","200683329","190816072","178265396","175269447","187497761","192109149","187118067","182067736","182943980","188487941","185741834","198477048","218062465","218139497","205835163","225743319","222949106","211122308","210064240","247774123","241992830","262884246","260849575","265650893","239493493","262651334","269754104","275237748","280973458","285663986"
"United States of America","Biomass","Imports","IMP","t","34066585","35983741","38982709","39945052","38142113","30838596","37687939","41287097","42648378","43180644","39771162","40743741","37915464","43693533","48313995","50855479","51377346","53275864","51466756","55894395","54283463","50947323","54528395","59330694","65319805","64980216","69148714","74647773","76988730","80584485","82200285","82132017","83983447","84055949","91108233","91167965","91762924","86964732","81263681","69153709","73305629","76322919","78401604","86331572","91464000","90972764","94526660","95008193","96188700","92842561","94118671","97763399","99903903","101057977","101572491"
"United States of America","Biomass","Material Footprint (RMC)","MF","t","1656094414","1755906452","1758737712","1786343218","1729864620","1816511311","1832218856","1846531728","1847598517","1872818263","1777796839","1917009629","1955177763","1772588552","1992231563","2054601997","1989344306","1915966623","1751641191","1880075982","1924100244","1865755452","1990587724","1875111208","2091694140","1964426880","2016186007","2069092261","2149522388","2154316658","2233718945","2151545633","2172480335","2238828832","2340433977","2319607416","2266641470","2264715572","2186898705","2127083751","2133643441","2073403174","2092972080","2195479010","2243492926","2306799532","2459896375","2415066913","2434915837","2366786494","2365394425","2451920794","2476709919","2495190300","2499559891"
